q,a,indexes
"社保公积金每月增员和减员时间?
各地社保公积金增减员时间不一致，公司会依据各地社保公积金中心要求办理，无特殊情况下最晚入职次月增员，离职次月减员。若仍有疑问请转人工进一步确认。",,
"员工离职后社保什么时候减员?
根据公司制度，离职次月减员，具体办理社保减员申报的时间根据各地社保局的规定执行。",,
"离职后公司可以代买一个月社保吗?
离职后社保停缴，不可申请由公司继续代买或代缴。",,
"社保公积金异地缴纳申请如何发起?
申请异地缴纳社保公积金需符合公司制度要求，经公司审批同意后，可在系统中提交异地缴纳申请，具体操作为：
1、PC端：华润啤酒人力资源综合门户→个人业务办理→薪酬福利模块选择【异地社保申请】→【新增】填写内容→提交审批。
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【HR门户】→【业务办理】→【薪酬福利】→【异地社保申请】→填写内容→提交审批。",,
"跨单位调动如何申请不转移社保?
系统会给员工推送【社保公积金转移确认】工单，收到确认单后选择不转移即可。",,
"社保转移申请填报路径及注意事项?
员工申请将社保公积金转入劳动合同所在公司，可提报【社保转移申请】工单，路径如下：
1.电脑端：【数字化门户】→【HR门户】→【业务办理】→【薪酬福利】→【社保转移申请】
2.手机【润工作】：【HR门户】→【业务办理】→【薪酬福利】→【社保转移申请】
注意事项：转移日期为未来日期，且本人当前无五险二金在办业务（如公积金贷款、医保费用报销等）。",,
"北京社保定点医院如何变更?
北京社保定点医院变可参照此流程自行变更
https://mp.weixin.qq.com/s/WzzbsHNfA_CLheSLSKuUTg",,
"社保卡注销期间是否影响社保缴纳?
需按当地社保局的政策执行，具体情况请联系当地社保局咨询。",,
"社保公积金每月什么时候缴纳?
各地社保公积金缴纳时间不一致，每月底可通过支付宝、微信公众号等查询社保公积金到账情况。",,
"如何查看社保缴费明细?
您可登录“掌上12333”APP、当地政务APP、支付宝、社保机构微信公众号等渠道查询。",,
"社保缴费明细中为何没有生育保险缴纳记录?
社保缴费明细中没有生育保险缴纳记录常见情形如下：
1、生育保险已并入医疗保险缴纳
2、缴费明细显示延迟或系统未更新
3、参保身份非城镇职工
4、查询渠道或APP显示信息不完整
具体情况可联系当地医保局咨询。",,
"如何获取员工五险二金数据?
按以下路径提交申请：华润啤酒综合内网→【华润啤酒人力资源综合门户】→【HR工作台】→数据运维模块选择【五险二金数据提取需求】→【新增】。",,
"HRBP如何查询各城市社保公积金缴费比例?
您可点击链接https://app.rwork.crc.com.cn/file/boxk9Y5QbZiNVxBRgsj6lVgldag查询。",,
"社保断缴如何处理?
若属于公司原因导致的断缴，请联系本单位HR处理；若属于个人原因导致的断缴，请联系当地社保局看是否可以补缴。",,
"员工社保公积金基数调整后是否需要签字确认?
目前公司社保公积金基数调整均严格按照国家法律法规、当地政策及公司制度执行，未额外要求签署基数确认文件。",,
"生育津贴如何申领与发放?
各地生育津贴申领政策不一致，具体可参考社保缴纳地所在省市《人口与计划生育条例》、《生育保险办法实施细则》，也可拨打当地医保局电话查询。",,
"产前检查费用如何报销?
各地产前检查费报销政策不一致，具体可参考社保缴纳地所在省市《人口与计划生育条例》、《生育保险办法实施细则》，也可拨打当地医保局电话查询。",,
"生育津贴清算流程?
员工产假返岗后，公司人力资源共享中心会联系员工本人确认相关信息，并开展清算工作。",,
"异地参保人员产假待遇以哪个地方的标准执行?
产假相关待遇以员工社保缴纳地标准执行。",,
"生育津贴低于工资标准是否补发差额?
生育津贴与员工产假期间的基本工资就高享受，若生育津贴低于基本工资，则由公司补发差额部分。",,
"如何获取商业保险保单?
保险公司已配备专人为员工服务，您可添加工作人员微信处理：
1、微信号：13641260981
2、微信二维码：请点击如下链接查看https://app.rwork.crc.com.cn/file/boxk9BcizDqhpHNZeh6kczSUGud?from=from_copylink",,
"雇主责任险理赔流程?
雇主责任险理赔由本单位HRBP办理，具体操作流程可参照《平安企业宝操作手册》或联系商保专员进一步确认。",,
