q,a,indexes
"收入证明如何盖鲜章?
在HR门户下载已用印证明文件，打印后直接至对应法人单位行政部盖鲜章，无需其他审批手续。",,
"内退员工如何开具收入证明?
1、HRBP先提交【HR信息系统运维申请】工单，申请将内退员工PS状态调整为“有效”；
2、HRBP代提收入证明工单；
3、待证明开具完成后，HRBP再反馈至【HR信息系统运维申请】工单最后处理人，将员工PS状态恢复为“无效”。",,
"离职员工如何申请开具收入证明?
由离职员工所在单位HRBP代为提交收入证明申请工单，并注明员工离职时间、需开具收入证明的区间。",,
"如何申请开具社保异地代缴公司盖章的收入证明?
1、下载并填写《开具在职证明申请书（两主体）》模板，本人手写签字确认；
2、提交【收入证明】工单，选择【用户上传模板】，将已签字的申请书作为附件上传。
《开具在职证明申请书（两主体）》模板下载链接如下：https://app.rwork.crc.com.cn/file/boxk9HiiPxZKeXgYI6waQfp1BXb",,
"收入证明可以开具非标模板的吗?
可以。如果您需要使用特定模板，请在提交收入证明申请时，于【模板类型】处选择【用户上传模板】，并上传您已准备好的Word版本文件。",,
"已开具的收入证明如何下载?
1、PC端：华润啤酒综合内网（home.crb.cn)→【审批中心】→【我的】→选择表单进入详情页面→右上角【电子签】→【下载】
2、移动端：证明开具后将收到短信提示→点击链接并登录→已开具证明页面→点击【更多】→点击【下载】",,
"收入证明开具流程?
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→个人业务办理→【薪酬福利】模块选择【收入证明】→【新增】填写内容/上传附件（如需开具非标模板）→提交审批。
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【HR门户】→【薪酬福利】→【收入证明】→【新增】填写内容/上传附件（如需开具非标模板）→提交审批。
注意事项：若选择【用户上传模板】，需上传word版本模板",,
"公司统一的收入证明模板是什么形式?
公司统一的收入证明分为拆分薪酬结构和不拆分薪酬结构两类
1、拆分薪酬结构收入证明模板为：https://app.rwork.crc.com.cn/file/boxk9YDrBXYJq5PTrL2s4ImITtl
2、不拆分薪酬结构收入证明模板为：https://app.rwork.crc.com.cn/file/boxk9oRReuZcQIYKZJbh7HNFe9c",,
"员工异动后涉及薪酬调整的何时推送调薪通知单?
原则上薪酬沟通人完成调薪沟通后可即刻通知人力资源共享中心薪酬岗推送，若未收到通知则按以下标准时效进行推送：
1、干部及专业总监调薪审批通过后的第6个工作日推送。
2、经理级及基层调薪审批通过后的第4个工作日推送。",,
"如何获取调薪通知单?
如需查询或下载已签署完成的调薪通知单，请访问电子签平台获取。
可复制此链接进入：https://snowsign.crb.cn/external-web/",,
"如何签署调薪通知单?
前往华润啤酒综合内网（home.crb.cn）首页【待办】列表，可点击待签署调薪通知单进行签署。",,
"如何申请提取员工薪酬数据?
单位HRBP如需获取员工薪酬数据，可进入PS系统下载薪资明细报表进行查看
路径：PS→【报表中心】→【薪酬福利及缺勤】→【薪资明细报表】",,
"从党费/工会费支出的福利如何计税?
线下党费、工会费支出办理计税，由HRBP通过【算薪数据提供】工单提供扣税不发薪的人员明细至人力资源共享中心薪酬岗，薪酬岗在最近发薪月同工资合并计税。",,
"薪酬数据提取工单填写要求?
【薪酬数据提取需求】工单填写要求：需上传数据模板，并列明数据口径。",,
"算薪数据提报工单无法选择调动人员如何处理?
提报算薪数据工单时无法选择调动人员时，可采用以下2种方式：
1、将代发数据提供给调入方HRBP提交；
2、在【算薪数据提供】工单界面【一次性输入项目】处勾选【其他项目】，上传附件提供
附件模板下载链接如下：
https://app.rwork.crc.com.cn/file/boxk9rhBmyYkgafLqB3E4PO6zWh",,
"离职时公司支付的经济补偿金如何计税?
经济补偿金个税由人力资源共享中心薪酬岗在发放经济补偿金时统一进行申报和缴纳，纳税政策如下：
根据《财政部 税务总局关于个人所得税法修改后有关优惠政策衔接问题的通知》（财税〔2018〕164号）相关规定，经济补偿金在当地上年职工平均工资3倍数额以内的部分，免征个人所得税；超过3倍数额的部分，单独适用综合所得税率计税。",,
"薪酬明细查询路径?
薪资明细可按如下路径进入查看：
1.1、 PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的薪酬】，可查看本人薪资明细；
1.2、 PC端：可复制此链接进入查看：http://hrms-sso.crc.com.cn/web/#/dashboard
2、 移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【我的薪酬】，可查看本人薪资明细。",,
"如何查询本人调薪数据?
调薪记录可通过以下路径进行查询：
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的薪酬】→【我的调薪】，可查看本人调薪记录；
1.2、PC端：可复制此链接进入查看：http://hrms-sso.crc.com.cn/web/#/dashboard
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【我的薪酬】→【调薪记录】，可查看本人调薪记录。",,
"如何查看本人薪资标准?
薪资标准可通过以下路径查询：
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的薪酬】→【我的调薪】，可查看本人薪资标准；
1.2、PC端：可复制此链接进入：http://hrms-sso.crc.com.cn/web/#/dashboard
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【我的薪酬】→【调薪记录】，可查看本人薪资标准。",,
"异地租房补贴发放日期在酒店住宿工单中的取值逻辑?
根据《华润啤酒薪酬管理制度》相关规定，异地租房补贴不得与酒店住宿重复享受，即自异动之日起至酒店住宿结束期间均不发放异地租房补贴，故以【酒店住宿申报】工单中“结束日期”为准，于结束日期的次日开始发放。",,
"培训费（内部师资）津贴如何计税?
培训费（内部师资）津贴需依法并入个人综合所得进行计税，具体如下：
1、通过EMS报账系统报销：将自动同步至PS系统，同当月工资合并计税；
2、未通过EMS报账系统报销：需由HRBP通过【算薪数据提供】工单提供计税数据。",,
"如何申报发放独生子女费?
新增发放独生子女费，请通过以下途径：
1、由HRBP或员工本人提供相应证明材料给人力资源共享中心人事岗，由人力资源共享中心人事岗维护PS相关信息；
2、由HRBP通过【算薪数据提供】工单，按照《津补贴异动收集模板》填写独子费发放明细并上传附件；人力资源共享中心薪酬岗收到工单后，将按工单要求发放独生子女费。
《津补贴异动收集模板-XX》下载链接如下：
https://app.rwork.crc.com.cn/file/boxk9ROaUGVRhXCwaBLEYobl4mh",,
"调薪通知单中基本工资+目标月度奖金和目标年终奖不相等?
根据《华润啤酒薪酬管理制度》相关规定，公司采用年度目标总现金对标的薪酬管理模式，受薪酬科目拆分时取整规则影响，基本工资+月度奖金不等于年终奖属正常现象。",,
"伤残补助金发放流程?
人力资源共享中心薪酬岗以协商解除协议中注明的一次性伤残就业补助金金额进行发放。",,
"已离职员工如何查看薪资明细?
​已离职员工如需查询薪资明细，可拨打HR咨询平台热线400-9999-030进行咨询。",,
"为什么没有发绩效奖金?
常见未发放月度奖金的因素有：
1、绩效考评未完成（未提交考评文档/考评文档未审批完成）；
2、绩效考核结果低于公司制度规定的门槛值。
具体情况可联系本单位HRBP或人力资源共享中心薪酬岗",,
"查阅不到薪酬明细该找谁?
发薪当天若无法查阅薪资明细，请等待1-2个工作日再行查看",,
"兼岗会影响员工月度工资吗?
月度工资会受到薪酬标准、出勤、绩效等多种因素影响。",,
"一次性经济补偿金如何发放至员工?
经济补偿金一般随离职当月工资一并发放，如有特殊书面约定的的按约定发放。",,
"内退人员如何查看薪资明细?
您可拨打HR咨询平台热线400-9999-030进行咨询。",,
"员工离职发薪日截止到什么时候?
离职工资计薪截止至离职生效前一日，薪资于离职次月的发薪日发放。",,
"上海市病假工资核算标准?
上海病假期间工资发放根据政府要求执行，详情可复制以下链接进入上海市政府网站查看：
https://www.shanghai.gov.cn/xbhygq/20250126/9aa2f9556a1d4234a24977a9b2fb1481.html",,
"如何查询工资中特殊奖励的原因及金额?
特殊奖励发放明细可在薪资明细中查看，路径如下：
1、润工作→【我的薪酬】→工资明细页面可查看特殊奖励金额及备注
2、可复制此链接进入：http://hrms-sso.crc.com.cn/web/#/dashboard",,
"发薪后多久可以在PS系统查看我的工资明细?
正常情况下在工资发放后3个工作日内可查询。",,
"如何在PS导出单位经济补偿金领取人员及使用金额?
查看经济补偿金发放人员明细可通过以下途径：
PS系统→【主菜单】→【报表中心】→【薪资福利及缺勤】→【期间薪资汇总报表】，选择薪资期间及薪资组后下载报表，筛选经济补偿金科目进行查看",,
"员工本人如何修改在系统中的工资卡号?
1.1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的信息】→右侧导航栏选中“银行账户”→点击“编辑”按钮，进行银行卡信息新增与删减即可。
1.2、PC端：可复制此链接进入：http://hrmssso.crc.com.cn/web/#/console_myEmployee
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【个人信息】→点击“编辑”按钮，进行银行卡信息新增与删减即可。",,
"是否能单独维护一张卡号用于报销?
系统目前仅支持员工自行维护一张银行卡作为发薪卡，如确有特殊情况需单独维护用于报销使用的银行卡，请反馈至单位HRBP，由HRBP提报【算薪数据提供】工单至人力资源共享中心薪酬岗处理。",,
"调动后是否需要重新办理工资卡?
原则上工资卡需与公司发薪银行保持一致，您可查看《全国发薪银行统计表》核实是否需要更换工资卡。
《全国发薪银行统计表》查看链接如下：https://app.rwork.crc.com.cn/file/boxk9Pdl9UGFTg760BBE7RaUChg",,
"人力系统中如何删除银行卡账号?
员工可通过如下路径删除PS系统中的发薪账户，但请至少保留一条发薪账户信息，以免发薪失败。
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的信息】→右侧导航栏选中“银行账户”→点击“编辑”按钮→点击右上角“删除”符号即可；
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【个人信息】→点击【编辑】按钮进行操作即可。",,
"如何批量变更员工发薪卡?
若需批量变更员工发薪卡，可通过“银行卡变更收集模板”统一收集相关信息，由HRBP提交算薪数据提供工单至人力资源共享中心薪酬管理岗管理岗统一维护。
“银行卡变更收集模板”下载链接如下：https://app.rwork.crc.com.cn/file/boxk9u3eNXT5BqrZ4UE2N8QNXKe",,
