q,a,indexes
"如何查看系统中已维护的工资卡号?
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的信息】→右侧导航栏选中“银行账户”即可查看工资卡号。
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【个人信息】→点击“银行账户”信息栏查看。",,
"新员工入职没有指定发薪卡如何处理?
请在首次发薪前，完成指定银行卡的办理，并修改系统银行卡信息，否则薪资无法发放。修改路径如下：
1、PC端：华润啤酒综合内网（home.crb.cn)→【华润啤酒人力资源综合门户】→【我的信息】→右侧导航栏选中“银行账户”→点击“编辑”按钮，进行银行卡信息新增与删减即可；
2、移动端：润工作→点击下方【更多】→【工作台】→【智能人力】→【个人信息】→点击“编辑”按钮，进行银行卡信息新增与删减。",,
"修改工资卡信息是否针对发薪日有时间要求?
为确保您的薪资能够准时地发放至新账户，如需要修改工资卡信息，请于发薪前1个工作日完成修改。",,
"申请修改工资卡信息后多久可以生效?
工资卡修改审批通过后即刻生效。",,
"员工工资是否支持跨行转账?
部分银行支持跨行转帐，详情可拨打HR咨询平台热线400-9999-030进行咨询。",,
"如何在PS导出员工银行卡照片?
若员工此前录入信息时已上传银行卡照片，可通过以下路径查询

PS系统→【主菜单】→【薪酬缺勤】→【薪资准备】→【维护银行账户】，页面可查看银行卡照片。",,
"员工发薪卡被冻结如何处理?
若员工发薪卡被冻结导致工资发放失败，需提供新的银行卡信息，否则无法正常发放，具体情况可与人力资源共享中心薪酬岗联系。",,
"党费缴纳基数?
党费核算基数规则如下：
党费缴纳基数=[上年度（基本工资+技能工资+月度奖金+季度奖金）*（1-目标总现金适用税率）-上年度（社保公积金个人扣款+企业年金个人扣款）-上年度津贴补贴*目标总现金适用税率]/12
其中：
1、目标总现金为上年度12月31日的年度目标总现金标准；
2、若员工上年度实际发薪月数不满12个月，按实际满月发薪月数核定；
3、新入职员工按定薪标准及以上办法核定党费基数。",,
"党费缴纳比例?
党费缴纳比例规则如下：
1、党费缴纳基数若≤3000，交纳比例为0.5%；
2、若＞3000且≤5000，交纳比例为1%；
3、若＞5000且≤10000，交纳比例为1.5%；
4、若＞10000，交纳比例为2%。
注：每名党员每月交纳党费一般不超过1000元。",,
"内退/退居二线/职务调整员工，其党费计算时工资取值标准?
特殊人员党费计算参照《关于党费收缴核定办法的补充通知》（华啤党群〔2025〕9号）中的要求：
1、干部或专业总监由在岗转为内退并满1年，执行内退固定工资标准的；经理级或基层员工，由在岗转为内退并执行内退工资标准的；
2、因退居二线，执行退居二线工资标准的；
3、由干部或专业总监岗位调整为经理级（含同等职级）及以下岗位，以及由经理级（含同等职级）晋升为干部或专业总监，执行新岗位工资标准的。
符合以上情形条件的党员，自工资标准调整当月，按照《关于调整党费收缴核定办法的通知》中新入职员工党费核定办法重新核定月度应交党费数额，并至下一个自然年度内一般不再调整。",,
"残保金申报如何走人力流程?
残保金目前由财务进行申报，如需提供残保金计算相关数据，可联系共享福利岗。",,
"兼岗地租房补贴工单申请路径?
如符合兼岗异地租房补贴条件，可通过以下路径申请：
1、华润啤酒综合内网→华润啤酒人力资格综合门户→个人业务办理模块选择【薪酬福利→【兼岗地租房补贴申请】
2、可复制此链接进入申请：https://hrmc.crb.cn/#/",,
"因公调动租房补偿申请工单提报路径?
1.电脑端：【数字化门户】→【HR门户】→【业务办理】→【薪酬福利】→【因公调动租房补偿申请]
2.手机【润工作】：【HR门户】→【业务办理】→【薪酬福利]→【因公调动租房补偿申请】",,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
