q,a,indexes
"员工在月中工时制转换的，当月津补贴按哪个工时制的规则进行计算?
月中工时制转换的，以当月最后一天对应的工时制为准去核定当月实际计薪天数。",,
"员工请“工伤认定前休假”期间薪资如何计算?
工伤认定前休假暂按照病假核算薪资，若后续被认定为工伤，则按工伤假核算和补发。",,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
